Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
Neighbors,2014.0,6.3,298106.0,Comedy,97.0,Film,R,-1.0,Severe,Mild,Severe,Severe,None
The Rhythm Section,2020.0,5.4,15846.0,"Action, Drama, Mystery",109.0,Film,R,-1.0,Mild,Moderate,Moderate,Moderate,Moderate
DCI Banks,2020.0,7.6,6723.0,"Crime, Drama, Mystery",45.0,Series,TV-14,32.0,Severe,Moderate,Mild,Moderate,Moderate
The Lone Ranger,2013.0,6.4,227651.0,"Action, Adventure, Western",150.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Yeoshingangrim,2013.0,8.1,4064.0,"Comedy, Drama, Romance",70.0,Series,TV-Y,16.0,None,Mild,None,Mild,Mild
Speed Racer,2008.0,6.0,71302.0,"Action, Adventure, Comedy",135.0,Film,PG,-1.0,None,Mild,Mild,None,Mild
The Beach Bum,2019.0,5.5,20683.0,Comedy,95.0,Film,R,-1.0,Severe,Mild,Severe,Severe,Mild
American Pie 2,2001.0,6.4,247420.0,Comedy,108.0,Film,R,-1.0,Severe,Mild,Severe,Moderate,None
Agatha Raisin,2001.0,7.3,3744.0,"Comedy, Drama, Mystery",60.0,Series,Not Rated,20.0,Moderate,Moderate,Mild,Mild,Moderate
Battlestar Galactica,2001.0,7.2,14802.0,"Action, Adventure, Sci-Fi",60.0,Series,TV-PG,21.0,No Rate,No Rate,None,No Rate,No Rate
Y: 1883,2001.0,-1.0,-1.0,"Drama, Western",-1.0,Series,None,10.0,No Rate,No Rate,No Rate,No Rate,No Rate
Sesame Street,2001.0,8.1,12941.0,"Animation, Adventure, Comedy",55.0,Series,TV-Y,2257.0,None,None,None,None,Mild
Episodes,2001.0,7.8,34233.0,Comedy,30.0,Series,TV-MA,41.0,Moderate,None,Severe,Mild,No Rate
Above Suspicion,2019.0,5.6,4689.0,"Action, Biography, Crime",104.0,Film,R,-1.0,Mild,Severe,Moderate,Severe,Moderate
Killer Joe,2011.0,6.7,75709.0,"Crime, Drama, Thriller",102.0,Film,Unrated,-1.0,Severe,Severe,Severe,Moderate,Severe
"Legally Blonde 2: Red, White & Blonde",2003.0,4.8,64245.0,Comedy,95.0,Film,PG-13,-1.0,None,None,Mild,None,None
DC League of Super-Pets,2022.0,-1.0,-1.0,"Animation, Action, Adventure",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
King Kong,1976.0,5.9,31536.0,"Adventure, Horror",134.0,Film,PG,-1.0,Mild,Moderate,Mild,Mild,Moderate
G.I. Jane,1997.0,6.0,77700.0,"Action, Drama, War",125.0,Film,R,-1.0,Mild,Moderate,Moderate,Mild,Mild
The Fountain,2006.0,7.2,234133.0,"Drama, Mystery, Romance",97.0,Film,PG-13,-1.0,Mild,Moderate,Mild,None,Moderate
Dinner for Schmucks,2010.0,5.9,104056.0,Comedy,114.0,Film,PG-13,-1.0,Moderate,Mild,Moderate,Mild,Mild
Mortal Kombat Legends: Battle of the Realms,2021.0,6.6,4097.0,"Animation, Action, Adventure",80.0,Film,R,-1.0,None,Severe,Moderate,None,Moderate
The Return of the Texas Chainsaw Massacre,1994.0,3.3,21413.0,"Comedy, Horror, Thriller",87.0,Film,R,-1.0,Mild,Mild,Severe,Mild,Moderate
Madeo,2009.0,7.8,58858.0,"Crime, Drama, Mystery",129.0,Film,R,-1.0,Moderate,Moderate,Moderate,Mild,Moderate
Get Shorty,1995.0,6.9,80782.0,"Comedy, Crime, Thriller",105.0,Film,R,-1.0,Mild,Moderate,Severe,Moderate,None
The Flower of Evil,2020.0,8.7,4889.0,"Crime, Mystery, Romance",70.0,Series,None,17.0,No Rate,No Rate,No Rate,No Rate,No Rate
I Am Mother,2019.0,6.7,83654.0,"Drama, Mystery, Sci-Fi",113.0,Film,TV-14,-1.0,None,Moderate,Mild,None,Mild
Den 12. mann,2017.0,7.4,23841.0,"Drama, History, Thriller",135.0,Film,Unrated,-1.0,None,Severe,None,Mild,Severe
Staten Island Summer,2015.0,5.6,6942.0,"Comedy, Drama",108.0,Film,R,-1.0,Mild,Mild,Severe,Severe,None
V/H/S Viral,2014.0,4.2,15950.0,"Horror, Thriller",81.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Severe
Little Monsters,1989.0,6.1,12406.0,"Adventure, Comedy, Family",100.0,Film,PG,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Fun Size,2012.0,5.4,14231.0,"Adventure, Comedy",86.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Mild
Bottle Rocket,1996.0,7.0,73454.0,"Comedy, Crime, Drama",91.0,Film,R,-1.0,Mild,Mild,Moderate,Mild,None
Zathura: A Space Adventure,2005.0,6.2,98983.0,"Action, Adventure, Comedy",101.0,Film,PG,-1.0,None,Mild,Mild,None,Moderate
Electric Dreams,2005.0,7.3,15113.0,Sci-Fi,60.0,Series,TV-MA,10.0,Severe,Moderate,Moderate,Mild,Mild
Picture of Beauty,2017.0,3.4,988.0,"Drama, Romance",70.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Hell's Kitchen,2017.0,7.1,19863.0,"Game-Show, Reality-TV",42.0,Series,TV-14,312.0,None,Mild,Severe,Mild,Mild
Escape Room,2017.0,4.2,11494.0,"Horror, Thriller",81.0,Film,R,-1.0,Moderate,Moderate,Moderate,Mild,Moderate
Everybody Hates Chris,2017.0,7.4,35802.0,"Comedy, Drama, Music",22.0,Series,TV-PG,88.0,None,Mild,Mild,Mild,None
Menace II Society,1993.0,7.5,55261.0,"Crime, Drama, Thriller",97.0,Film,R,-1.0,Mild,Severe,Severe,Severe,Severe
Hachi: A Dog's Tale,2009.0,8.1,267501.0,"Biography, Drama, Family",93.0,Film,G,-1.0,None,None,None,None,Mild
L'amant,1992.0,6.9,20291.0,"Biography, Drama, Romance",115.0,Film,R,-1.0,Severe,Mild,Mild,Moderate,Mild
Dalziel and Pascoe,1992.0,7.3,2643.0,"Crime, Mystery, Drama",120.0,Series,TV-14,61.0,No Rate,No Rate,No Rate,No Rate,No Rate
The 13th Warrior,1999.0,6.6,120562.0,"Action, Adventure, History",102.0,Film,R,-1.0,None,Moderate,None,Mild,Moderate
The Man in the Iron Mask,1998.0,6.5,161678.0,"Action, Adventure, Drama",132.0,Film,PG-13,-1.0,Mild,Mild,Mild,None,None
Ai no korîda,1976.0,6.6,19770.0,"Drama, Romance",109.0,Film,X,-1.0,Severe,Severe,Moderate,Mild,Severe
En kongelig affære,2012.0,7.5,46003.0,"Biography, Drama, History",137.0,Film,R,-1.0,Moderate,Mild,Mild,Mild,Mild
Psycho II,1983.0,6.5,26021.0,"Crime, Horror, Mystery",113.0,Film,R,-1.0,Mild,Severe,Mild,Mild,Severe
Dragon Ball: Doragon bôru,1983.0,8.5,52390.0,"Animation, Action, Adventure",24.0,Series,TV-14,153.0,Moderate,Moderate,Mild,Mild,Mild
Stuart Little,1999.0,5.9,130074.0,"Adventure, Comedy, Family",84.0,Film,PG,-1.0,None,Mild,Mild,None,Mild
Rocky III,1982.0,6.8,181885.0,"Drama, Sport",99.0,Film,PG,-1.0,None,Moderate,Mild,Mild,Moderate
Super Troopers,2001.0,7.1,100571.0,"Comedy, Crime, Mystery",100.0,Film,R,-1.0,Moderate,Mild,Severe,Moderate,None
Republic of Doyle,2001.0,7.4,3727.0,"Comedy, Crime, Drama",60.0,Series,TV-14,78.0,Mild,Mild,No Rate,Moderate,No Rate
City of Lies,2018.0,6.5,10515.0,"Biography, Crime, Drama",112.0,Film,R,-1.0,Mild,Moderate,Severe,Moderate,Mild
Team America: World Police,2004.0,7.2,164565.0,"Action, Comedy",98.0,Film,R,-1.0,Severe,Severe,Severe,Mild,Mild
O Menino que Matou Meus Pais,2021.0,6.2,2047.0,"Crime, Drama, Thriller",80.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Gamer,2009.0,5.8,132645.0,"Action, Sci-Fi, Thriller",95.0,Film,R,-1.0,Severe,Severe,Severe,Moderate,Severe
Chronicle,2012.0,7.0,245159.0,"Action, Drama, Sci-Fi",89.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Severe
Dark Angel,2012.0,7.4,31796.0,"Action, Drama, Mystery",60.0,Series,TV-14,42.0,No Rate,No Rate,No Rate,No Rate,No Rate
Exorcist: The Beginning,2004.0,5.1,36050.0,"Horror, Mystery, Thriller",114.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Severe
The Room,2019.0,6.0,18162.0,"Drama, Horror, Mystery",100.0,Film,Not Rated,-1.0,Moderate,Mild,Mild,Mild,Mild
What About Bob?,1991.0,7.0,66024.0,Comedy,99.0,Film,PG,-1.0,None,Mild,Mild,None,None
A Million Little Pieces,2018.0,6.2,2459.0,Drama,113.0,Film,R,-1.0,Severe,Mild,Moderate,Severe,Moderate
Remember Me,2010.0,7.1,142430.0,"Drama, Romance",113.0,Film,PG-13,-1.0,Moderate,Moderate,Moderate,Moderate,Moderate
A Place to Call Home,2010.0,8.3,4851.0,Drama,60.0,Series,Not Rated,67.0,Mild,No Rate,Mild,Moderate,Mild
Leonardo,2010.0,7.2,2137.0,"Biography, Drama, History",52.0,Series,Not Rated,8.0,Mild,None,None,Mild,Mild
Endless Love,2014.0,6.3,42765.0,"Drama, Romance",104.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Neighbours,2014.0,5.4,5020.0,"Drama, Romance",22.0,Series,TV-G,9059.0,Mild,Mild,Mild,Mild,Mild
Ip Man,2008.0,8.0,217554.0,"Action, Biography, Drama",106.0,Film,R,-1.0,None,Moderate,Mild,Mild,Moderate
The Owners,2020.0,4.9,6762.0,"Comedy, Crime, Horror",92.0,Film,Not Rated,-1.0,Mild,Moderate,Severe,Mild,Moderate
The Three Musketeers,1993.0,6.4,52927.0,"Action, Adventure, Comedy",105.0,Film,PG,-1.0,Mild,Moderate,Mild,Mild,Moderate
Monte Carlo,2011.0,5.8,43176.0,"Adventure, Comedy, Family",109.0,Film,PG,-1.0,None,None,Mild,None,None
eXistenZ,1999.0,6.8,97224.0,"Horror, Sci-Fi, Thriller",97.0,Film,R,-1.0,Mild,Severe,Moderate,None,Moderate
Vortex,2021.0,7.4,238.0,Drama,135.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Omen,2006.0,5.5,57908.0,"Action, Adventure, Fantasy",110.0,Film,R,-1.0,None,Severe,Moderate,Mild,Severe
Big Shot,2006.0,7.5,3228.0,"Comedy, Drama, Sport",-1.0,Series,TV-PG,11.0,Mild,None,Mild,Mild,None
Assault on Precinct 13,1976.0,7.4,47462.0,"Action, Crime, Thriller",91.0,Film,R,-1.0,None,Severe,Moderate,Mild,Moderate
21 Grams,2003.0,7.6,231052.0,"Crime, Drama, Thriller",124.0,Film,R,-1.0,Moderate,Moderate,Moderate,Moderate,Moderate
Seppuku,1962.0,8.6,49571.0,"Action, Drama, Mystery",133.0,Film,Not Rated,-1.0,None,Severe,None,None,Moderate
The BFG,2016.0,6.4,81820.0,"Adventure, Family, Fantasy",117.0,Film,PG,-1.0,None,Mild,None,None,Mild
Vampire Academy,2014.0,5.5,53376.0,"Action, Comedy, Drama",104.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Mild
The Crucible,1996.0,6.8,36646.0,"Drama, History",124.0,Film,PG-13,-1.0,Moderate,Moderate,Mild,None,Moderate
Click,2006.0,6.4,317067.0,"Comedy, Drama, Fantasy",107.0,Film,PG-13,-1.0,Moderate,Mild,Moderate,Mild,Mild
All the President's Men,1976.0,8.0,109805.0,"Biography, Drama, History",138.0,Film,PG,-1.0,None,None,Moderate,Mild,Mild
Boîte noire,2021.0,7.4,995.0,"Drama, Mystery, Thriller",129.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Twins,1988.0,6.1,119219.0,"Comedy, Crime",107.0,Film,PG,-1.0,Mild,Moderate,Moderate,Mild,Mild
The Invisible Man,1933.0,7.7,32876.0,"Horror, Sci-Fi",71.0,Film,Approved,-1.0,None,Mild,None,Mild,Mild
Between Earth and Sky,2018.0,5.8,14870.0,"Crime, Drama, Mystery",97.0,Film,R,-1.0,None,Moderate,Mild,None,Moderate
Lost in Space,1998.0,5.2,70890.0,"Action, Adventure, Family",130.0,Film,PG-13,-1.0,Mild,Mild,Mild,None,Mild
Cheaper by the Dozen,2003.0,5.9,98412.0,"Comedy, Family",98.0,Film,PG,-1.0,Mild,Mild,None,Mild,None
The Magnificent Seven,1960.0,7.7,91598.0,"Action, Adventure, Western",128.0,Film,Approved,-1.0,None,Mild,Mild,Mild,Moderate
Books of Blood,2020.0,5.6,5615.0,"Drama, Horror, Mystery",107.0,Film,TV-MA,-1.0,Mild,Severe,Moderate,Mild,Moderate
Wild Child,2008.0,6.1,53326.0,"Comedy, Drama, Romance",98.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,None
Kung Fury: The Movie,2022.0,-1.0,-1.0,"Action, Comedy, Crime",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Shtisel,2022.0,8.6,6298.0,Drama,45.0,Series,TV-14,33.0,None,None,None,Mild,None
The Net,1995.0,5.9,63902.0,"Action, Crime, Drama",114.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,Moderate
The Bad and the Beautiful,1952.0,7.8,14298.0,"Drama, Romance",118.0,Film,Passed,-1.0,None,None,None,Mild,Mild
Trance,2013.0,6.9,112013.0,"Crime, Drama, Mystery",101.0,Film,R,-1.0,Severe,Severe,Moderate,Mild,Severe
Life Itself,2018.0,6.9,19730.0,"Drama, Romance",117.0,Film,R,-1.0,Mild,Moderate,Severe,Mild,Moderate
Believe Me: The Abduction of Lisa McVey,2018.0,7.2,9254.0,"Biography, Crime, Drama",87.0,Film,TV-14,-1.0,Moderate,Moderate,Mild,Mild,Severe
Bite,2015.0,4.9,4799.0,Horror,88.0,Film,Not Rated,-1.0,Moderate,Severe,Mild,Mild,Severe
Primal,2015.0,8.7,8909.0,"Animation, Action, Adventure",22.0,Series,TV-MA,11.0,None,Severe,None,None,Moderate
Jiok,2015.0,6.8,31.0,"Crime, Drama, Fantasy",150.0,Series,TV-MA,6.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Saint,1997.0,6.2,65804.0,"Action, Adventure, Romance",116.0,Film,PG-13,-1.0,Mild,Mild,Mild,Moderate,Mild
Being John Malkovich,1999.0,7.7,323825.0,"Comedy, Drama, Fantasy",113.0,Film,R,-1.0,Moderate,Mild,Moderate,Mild,Mild
The Host,2013.0,5.9,113055.0,"Action, Adventure, Drama",125.0,Film,PG-13,-1.0,None,None,None,None,None
Tae-yang-eui hoo-ye,2016.0,8.3,12280.0,"Action, Comedy, Drama",60.0,Series,TV-14,19.0,None,Mild,Mild,No Rate,No Rate
The Illusionist,2006.0,7.6,363166.0,"Drama, Fantasy, Mystery",110.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Mild
Adaptation.,2002.0,7.7,186497.0,"Comedy, Drama",115.0,Film,R,-1.0,Moderate,Moderate,Moderate,Moderate,Moderate
A Most Wanted Man,2014.0,6.8,74739.0,"Crime, Drama, Thriller",122.0,Film,R,-1.0,None,Mild,Moderate,Moderate,Moderate
Home Alone 2: Lost in New York,1992.0,6.8,324043.0,"Adventure, Comedy, Crime",120.0,Film,PG,-1.0,None,Moderate,Mild,Mild,Moderate
The Musketeers,1992.0,7.8,21495.0,"Adventure, Drama",55.0,Series,TV-14,30.0,Mild,Moderate,Mild,Mild,Mild
Some Kind of Wonderful,1987.0,7.1,29828.0,"Drama, Romance",95.0,Film,PG-13,-1.0,Mild,None,Mild,Mild,None
Ghosts of Mississippi,1996.0,6.7,10832.0,"Drama, History",130.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Mild
All Rise,1996.0,6.7,3906.0,Drama,44.0,Series,TV-PG,58.0,Severe,Severe,Severe,Severe,Severe
Solace,2015.0,6.4,59436.0,"Crime, Drama, Mystery",101.0,Film,R,-1.0,Moderate,Moderate,Mild,Mild,Moderate
Cocoon,1985.0,6.7,60414.0,"Comedy, Drama, Sci-Fi",117.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Mild
The Venture Bros.,1985.0,8.5,24671.0,"Animation, Action, Adventure",22.0,Series,TV-MA,86.0,Moderate,Moderate,Moderate,Moderate,Mild
"Double, Double Toil and Trouble",1993.0,5.9,3417.0,"Adventure, Comedy, Family",96.0,Film,TV-Y7,-1.0,None,Mild,None,None,Mild
The Watch,1993.0,5.3,4911.0,"Comedy, Crime, Drama",-1.0,Series,TV-14,8.0,Mild,No Rate,No Rate,No Rate,No Rate
August: Osage County,2013.0,7.2,87614.0,"Comedy, Drama",121.0,Film,R,-1.0,Mild,Mild,Severe,Moderate,Mild
Romaenseuneun Byulchaekboorok,2019.0,8.1,4036.0,Romance,62.0,Series,None,16.0,No Rate,No Rate,No Rate,No Rate,No Rate
Love Advent,2019.0,4.1,145.0,Action,2.0,Series,None,110.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Client,1994.0,6.8,63669.0,"Crime, Drama, Mystery",119.0,Film,PG-13,-1.0,None,Mild,Moderate,Moderate,Moderate
Glory,1989.0,7.8,130083.0,"Biography, Drama, History",122.0,Film,R,-1.0,None,Severe,Moderate,Mild,Severe
SGU Stargate Universe,1989.0,7.6,48992.0,"Drama, Sci-Fi",43.0,Series,Not Rated,40.0,Mild,Mild,Mild,Mild,Mild
Polytechnique,2009.0,7.2,15125.0,"Crime, Drama, History",77.0,Film,Not Rated,-1.0,None,Severe,Mild,Mild,Severe
Haute tension,2003.0,6.8,70045.0,Horror,91.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Severe
Insurgent,2015.0,6.2,226861.0,"Action, Adventure, Sci-Fi",119.0,Film,PG-13,-1.0,Mild,Moderate,Mild,None,Moderate
Bojwagwan,2015.0,7.9,397.0,Drama,60.0,Series,None,20.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Spirit,2008.0,4.8,60537.0,"Action, Crime, Fantasy",103.0,Film,PG-13,-1.0,Mild,Severe,Moderate,Moderate,Severe
Krull,1983.0,6.1,31840.0,"Action, Adventure, Fantasy",116.0,Film,PG,-1.0,None,Mild,None,None,Moderate
The Apartment,1960.0,8.3,172677.0,"Comedy, Drama, Romance",125.0,Film,Approved,-1.0,Mild,Mild,None,Mild,Mild
The Six Million Dollar Man,1960.0,7.1,10364.0,"Action, Crime, Drama",60.0,Series,TV-PG,99.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Island of Dr. Moreau,1996.0,4.6,32645.0,"Horror, Sci-Fi, Thriller",96.0,Film,PG-13,-1.0,Mild,Severe,Mild,Mild,Moderate
Royal Pains,1996.0,7.1,20332.0,"Comedy, Drama",42.0,Series,TV-PG,104.0,Mild,Mild,None,Mild,Moderate
Constantine,1996.0,7.5,51142.0,"Crime, Drama, Fantasy",43.0,Series,TV-14,13.0,Mild,Moderate,Mild,Moderate,Moderate
Stripes,1981.0,6.9,69283.0,"Comedy, War",106.0,Film,R,-1.0,Moderate,Mild,Moderate,Mild,None
Anon,2018.0,6.1,41062.0,"Crime, Sci-Fi, Thriller",100.0,Film,TV-MA,-1.0,Severe,Moderate,Moderate,Moderate,Moderate
The Lorax,2012.0,6.4,104931.0,"Animation, Adventure, Comedy",86.0,Film,PG,-1.0,None,Mild,None,None,Mild
The Report,2019.0,7.2,38746.0,"Biography, Crime, Drama",119.0,Film,R,-1.0,Mild,Severe,Moderate,None,Moderate
True History of the Kelly Gang,2019.0,6.0,9824.0,"Biography, Crime, Drama",124.0,Film,R,-1.0,Moderate,Severe,Severe,Mild,Severe
Movin' with Nancy,1967.0,7.5,231.0,Music,60.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Hard Candy,2005.0,7.1,157776.0,"Drama, Thriller",104.0,Film,R,-1.0,Moderate,Moderate,Moderate,Mild,Severe
Spontaneous,2020.0,6.5,10096.0,"Comedy, Horror, Romance",101.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
A Star Is Born,1976.0,6.1,10918.0,"Drama, Music, Romance",139.0,Film,R,-1.0,Mild,None,Moderate,Moderate,None
The White House Plumbers,1976.0,-1.0,-1.0,"Biography, Drama, History",-1.0,Series,None,5.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Bourne Supremacy,2004.0,7.7,447254.0,"Action, Mystery, Thriller",108.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Moderate
The Thomas Crown Affair,1999.0,6.9,90049.0,"Crime, Romance, Thriller",113.0,Film,R,-1.0,Moderate,None,Mild,Mild,None
No Escape,2015.0,6.8,82893.0,"Action, Thriller",103.0,Film,R,-1.0,None,Severe,Moderate,Mild,Severe
Highlander,2015.0,7.2,15051.0,"Action, Adventure, Fantasy",60.0,Series,TV-14,119.0,Mild,Moderate,Mild,Mild,Moderate
Grown-ish,2015.0,6.3,4842.0,"Comedy, Drama",22.0,Series,TV-14,60.0,Moderate,None,Moderate,Moderate,None
Paterson,2016.0,7.4,76293.0,"Comedy, Drama, Romance",118.0,Film,R,-1.0,None,None,Mild,Mild,None
The Heat,2013.0,6.6,166846.0,"Action, Comedy, Crime",117.0,Film,R,-1.0,Mild,Moderate,Severe,Moderate,Moderate
Escape from L.A.,1996.0,5.7,72505.0,"Action, Adventure, Sci-Fi",101.0,Film,R,-1.0,Mild,Moderate,Moderate,Mild,Moderate
The Obscure Life of the Grand Duke of Corsica,2021.0,4.8,170.0,"Comedy, Drama",93.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Words,2012.0,7.0,76551.0,"Drama, Mystery, Romance",102.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,None
Spy Kids 2: Island of Lost Dreams,2002.0,5.2,64885.0,"Action, Adventure, Comedy",100.0,Film,PG,-1.0,None,Mild,Mild,Mild,Mild
Muhtesem Yüzyil,2002.0,6.7,16131.0,"Biography, Drama, History",90.0,Series,None,219.0,No Rate,No Rate,No Rate,No Rate,No Rate
Serpico,1973.0,7.7,117127.0,"Biography, Crime, Drama",130.0,Film,R,-1.0,Moderate,Moderate,Severe,Moderate,Moderate
Out of the Furnace,2013.0,6.8,111654.0,"Action, Crime, Drama",116.0,Film,R,-1.0,None,Severe,Severe,Severe,Severe
Call Me Kat,2013.0,5.1,4552.0,Comedy,21.0,Series,TV-PG,14.0,Mild,None,None,Mild,None
Doom,2005.0,5.2,110995.0,"Action, Horror, Sci-Fi",105.0,Film,R,-1.0,Mild,Severe,Severe,Mild,Moderate
Songwriter,1984.0,6.3,704.0,"Drama, Music",94.0,Film,R,-1.0,Mild,Mild,Mild,Moderate,None
The Lair of the White Worm,1988.0,5.9,12054.0,"Comedy, Horror",93.0,Film,R,-1.0,Moderate,Moderate,Moderate,Mild,Moderate
Blue Lagoon: The Awakening,2012.0,5.5,14299.0,"Drama, Romance",85.0,Film,TV-14,-1.0,Mild,Mild,Mild,None,Mild
Dug Days,2012.0,8.3,2275.0,"Animation, Short, Adventure",-1.0,Series,TV-G,5.0,No Rate,Mild,No Rate,No Rate,No Rate
Up the Junction,1968.0,6.9,861.0,Drama,119.0,Film,R,-1.0,No Rate,No Rate,No Rate,Mild,Mild
Unfriended,2014.0,5.5,72549.0,"Horror, Mystery, Thriller",83.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Severe
À bout de souffle,1960.0,7.8,77529.0,"Crime, Drama",90.0,Film,Not Rated,-1.0,Mild,Mild,Moderate,Moderate,None
The Split,1960.0,7.7,4566.0,Drama,60.0,Series,TV-MA,17.0,No Rate,No Rate,No Rate,No Rate,No Rate
Penguin Bloom,2020.0,6.8,8403.0,Drama,95.0,Film,TV-14,-1.0,None,Mild,None,None,Moderate
Jeune et jolie,2013.0,6.7,33851.0,"Drama, Romance",95.0,Film,Not Rated,-1.0,Severe,Mild,Mild,Mild,Mild
You Don't Mess with the Zohan,2008.0,5.5,196120.0,Comedy,113.0,Film,PG-13,-1.0,Moderate,Mild,Moderate,Mild,None
Mieruko-chan,2008.0,7.4,132.0,"Animation, Comedy, Fantasy",24.0,Series,PG-13,12.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Fugitive,2008.0,8.1,3696.0,"Adventure, Crime, Drama",51.0,Series,None,120.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Human Centipede III (Final Sequence),2015.0,2.7,15932.0,"Comedy, Horror",102.0,Film,Not Rated,-1.0,Severe,Severe,Severe,Moderate,Severe
The Survivor,2021.0,7.4,53.0,"Biography, Drama",129.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Dream Horse,2020.0,6.9,2633.0,"Biography, Comedy, Drama",113.0,Film,PG,-1.0,None,Mild,Mild,Moderate,Mild
Ted 2,2015.0,6.3,195412.0,Comedy,115.0,Film,R,-1.0,Moderate,Mild,Severe,Severe,Mild
Pan,2015.0,5.7,62426.0,"Adventure, Comedy, Family",111.0,Film,PG,-1.0,None,Mild,Mild,None,Moderate
Rat Race,2001.0,6.4,112517.0,"Action, Adventure, Comedy",112.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,None
Waiting for the Barbarians,2019.0,5.9,9456.0,Drama,112.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Little Hours,2017.0,5.8,21713.0,"Comedy, Romance",90.0,Film,R,-1.0,Moderate,Mild,Severe,Mild,Mild
"Auf Wiedersehen, Pet",2017.0,8.4,3229.0,"Comedy, Drama",60.0,Series,None,40.0,No Rate,No Rate,No Rate,No Rate,No Rate
Blast from the Past,1999.0,6.6,62518.0,"Comedy, Drama, Romance",112.0,Film,PG-13,-1.0,Mild,None,Mild,Mild,Mild
Liar Game,1999.0,8.0,1856.0,Drama,36.0,Series,None,21.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Pact,1999.0,6.8,2219.0,Thriller,60.0,Series,None,6.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Hours,2002.0,7.5,128263.0,"Drama, Romance",110.0,Film,PG-13,-1.0,None,None,Mild,Mild,Moderate
The Woman in Black,2012.0,6.4,178555.0,"Drama, Fantasy, Horror",95.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Severe
Erkenci Kus,2012.0,7.4,6471.0,"Comedy, Romance",120.0,Series,None,51.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Black Book,2021.0,3.3,69.0,Horror,75.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
The House Bunny,2008.0,5.5,81811.0,"Comedy, Romance",97.0,Film,PG-13,-1.0,Mild,None,Mild,Mild,None
Intelligence,2008.0,6.2,3221.0,Comedy,-1.0,Series,TV-MA,12.0,Mild,No Rate,Moderate,No Rate,No Rate
UFO,2008.0,7.9,3204.0,"Action, Sci-Fi",45.0,Series,TV-PG,26.0,Mild,Mild,Mild,Moderate,Moderate
Trial by Fire,2018.0,7.1,8688.0,"Biography, Drama",127.0,Film,R,-1.0,Mild,Moderate,Severe,Mild,Moderate
Swordfish,2001.0,6.5,181964.0,"Action, Crime, Thriller",99.0,Film,R,-1.0,Moderate,Moderate,Severe,Moderate,Moderate
The Endless,2017.0,6.5,38549.0,"Drama, Fantasy, Horror",111.0,Film,Not Rated,-1.0,None,Mild,Severe,Mild,Moderate
The Other Woman,2014.0,6.0,135373.0,"Comedy, Romance",109.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Moderate,None
The Night Shift,2014.0,7.4,11660.0,"Drama, Romance",42.0,Series,TV-14,45.0,Mild,Severe,Mild,Mild,Moderate
